date,open,high,low,close,volume,index_name
2024-06-17,21584.30078125,21604.099609375,21466.599609375,21587.900390625,283551500,TSX
2024-06-18,21569.0,21708.099609375,21567.0,21611.30078125,222238400,TSX
2024-06-19,21591.80078125,21642.0,21491.599609375,21516.900390625,95798000,TSX
2024-06-20,21520.400390625,21662.400390625,21520.400390625,21581.400390625,274646100,TSX
2024-06-21,21576.0,21586.400390625,21499.599609375,21554.900390625,673563300,TSX
2024-06-24,21585.30078125,21866.900390625,21585.30078125,21848.599609375,258177200,TSX
2024-06-25,21834.30078125,21834.30078125,21704.69921875,21788.5,204190200,TSX
2024-06-26,21724.900390625,21807.69921875,21680.80078125,21793.900390625,193992600,TSX
2024-06-27,21798.400390625,21956.69921875,21798.400390625,21942.19921875,171009300,TSX
2024-06-28,21973.099609375,22050.30078125,21807.30078125,21875.80078125,276278900,TSX
2024-07-02,21850.400390625,21955.69921875,21802.30078125,21953.80078125,272323600,TSX
2024-07-03,22003.69921875,22273.900390625,22003.69921875,22223.69921875,166705700,TSX
2024-07-04,22225.099609375,22287.0,22224.69921875,22244.0,69899700,TSX
2024-07-05,22277.5,22288.900390625,22059.0,22059.0,225355600,TSX
2024-07-08,22048.099609375,22133.599609375,21997.599609375,22126.099609375,179359500,TSX
2024-07-09,22099.0,22113.69921875,22028.400390625,22042.5,175435900,TSX
2024-07-10,22074.19921875,22354.099609375,22074.19921875,22350.19921875,242273200,TSX
2024-07-11,22399.80078125,22574.69921875,22399.80078125,22544.099609375,228304000,TSX
2024-07-12,22571.19921875,22750.30078125,22571.19921875,22673.5,187317600,TSX
2024-07-15,22693.69921875,22818.400390625,22633.19921875,22751.69921875,200939000,TSX
2024-07-16,22810.099609375,22996.099609375,22757.69921875,22995.400390625,190782300,TSX
2024-07-17,22914.80078125,22952.69921875,22808.19921875,22851.19921875,197698700,TSX
2024-07-18,22857.19921875,22888.30078125,22648.900390625,22726.80078125,230478600,TSX
2024-07-19,22676.5,22770.400390625,22616.19921875,22690.400390625,157255100,TSX
2024-07-22,22742.599609375,22892.30078125,22700.900390625,22872.69921875,209074300,TSX
2024-07-23,22870.80078125,22871.099609375,22771.099609375,22813.80078125,156543300,TSX
2024-07-24,22756.19921875,22844.80078125,22639.599609375,22639.599609375,194142500,TSX
2024-07-25,22597.099609375,22719.099609375,22464.0,22608.0,212777400,TSX
2024-07-26,22683.900390625,22843.19921875,22683.900390625,22814.80078125,174461100,TSX
2024-07-29,22836.80078125,22877.30078125,22703.80078125,22779.599609375,173007000,TSX
2024-07-30,22787.19921875,22900.400390625,22775.5,22824.69921875,188736600,TSX
2024-07-31,22906.599609375,23209.69921875,22906.599609375,23110.80078125,255760100,TSX
2024-08-01,23105.30078125,23123.900390625,22622.0,22723.19921875,253145500,TSX
2024-08-02,22557.30078125,22557.30078125,22020.19921875,22227.599609375,293203700,TSX
2024-08-06,22013.900390625,22063.30078125,21659.30078125,21979.400390625,322343500,TSX
2024-08-07,22199.900390625,22267.19921875,21835.69921875,21881.0,260264600,TSX
2024-08-08,21949.900390625,22288.80078125,21949.900390625,22225.599609375,207742800,TSX
2024-08-09,22245.400390625,22324.900390625,22131.0,22311.30078125,193471800,TSX
2024-08-12,22341.400390625,22452.69921875,22322.80078125,22398.900390625,245704500,TSX
2024-08-13,22439.69921875,22620.5,22439.69921875,22618.19921875,218020800,TSX
2024-08-14,22620.900390625,22763.69921875,22601.900390625,22760.0,229000300,TSX
2024-08-15,22877.599609375,23074.599609375,22877.599609375,23032.69921875,208220100,TSX
2024-08-16,23015.19921875,23070.599609375,22984.400390625,23054.599609375,182345900,TSX
2024-08-19,23039.19921875,23192.5,23039.19921875,23116.400390625,258284600,TSX
